Index,left,Localizers,"zai 'at, in'",right,verb,Verb class,Newness_Theme,Newness_Location,definiteiniteness_Theme,Heaviness,Heaviness_differences,Animacy_Theme,Animacy_Location,Animacy_Location_minorClass,Animacy_Theme_minorClass,Construction_trichotomy,Construction,备注: 住(驻扎，驻)有关的词都从posture变成existence
112,") 。 </s><s> [ 在 ] 现代 社会 中 , 人们 作为 交换 价值 的 生产者 而 存 [ 在 ] , 自然而然 会 产生 一 种 幻觉 , 把 "" 物 "" 的 社会 属性 误解 为 它 的 自然 属性 : "" 例如 , 用 木头 做 桌子 , 木头 的 形状 就 改变 了 。 </s><s> 可是 桌子 还是 木头 , 还 是 一 个 普通 的 可以 感觉 的 物 。 </s><s> 但是 桌子 一旦 作为 商品 出现 , 就 变成 一 个 可 感觉 而 又 超感觉 的 物 了 。 </s><s> 它 不仅 用 它 的 脚站 [",,在,"] 地上 , 而且 [ 在 ] 对 其他 一切 商品 的 关系 上 用头 倒立 着 , 从 它 的 木脑袋 里 生出 比 它 自动 跳舞 还 奇特 得 多 的 狂想 。 </s><s> "" 1 马克思 把 这 种 现象 称 之 为 "" 商品 的 拜物教 性质 "" , 认为 , 正 是 隐藏 [ 在 ] 生产 劳动 与 之 打交道 的 "" 物 "" 背后 的 社会 生产 关系 导致 了 现代 社会 普遍 存 [ 在 ] 的 "" 拜物教 "" 现象 。 </s><s> 2 【 文件名 : \ 当代 \ CWAC \ APJ0056 . </s>",站,verbs of posture,given,new,definite,Location>Theme,2,animate,inanimate,place,human,uninversted sentence (PostLocPs),uninverted sentence,
186,对外，作为一个证据的记录。这一点我们审计师不如律师，律师的工作底稿是律师事务所的财产，审计师的工作底稿也是这么声称的，是会计师事务所的财产，但审计师的工作底稿会被法律要求检查，而律师的就不用，据说是为了保护委托人的隐私。这里还是因为，律师可以堂而皇之地声称他是站在委托人一头为委托人利益服务的，委托人也是付钱的人；而 审计师 就 不 能 完全 站 [,,在," ] 公司 一 头 , 最终 审计师 是 为 社会 公众 服务 的 , 但 又 是 由 公司 买单 。 "" 谁 是 审计师",站,verbs of posture,given,new,indefinite,Location>Theme,2,animate,inanimate,organization,human,uninversted sentence (PostLocPs),uninverted sentence,
231,": \ 当代 \ CWAC\AEE0002.txt 文章 标题 : 作者 : 】 285 : 我们 过去 推进 义务 教育 时 , 主要 是 解决 孩子 有 书 可 读 、 有 学 可 上 的 问题 , 还 谈 不 上 素质 教育 。 新 《 义务 教育 法 》 站 [",,在," ] 新 的 历史 起点 上 , 把 义务 教育 纳入 到 实施 素质 教育 的 轨道 上 来 , 把 实施 素质 教育 作为 义务 教育 的 一 项 新 的 历史 使命 。 新 《 义务 教育法 》 同时 把 注重 培养 学生 的 独立 思考 能力 、 实践",站,verbs of posture,new,new,definite,Location>Theme,2,inanimate,inanimate,nonconcrete,nonconcrete,uninversted sentence (PostLocPs),uninverted sentence,
281,"对外，作为一个证据的记录。这一点我们审计师不如律师，律师的工作底稿是律师事务所的财产，审计师的工作底稿也是这么声称的，是会计师事务所的财产，但审计师的工作底稿会被法律要求检查，而律师的就不用，据说是为了保护委托人的隐私。这里还是因为 , 律师 可以 堂而皇之 地 声称 他 是 站 [",,在," ] 委托人 一 头 为 委托人 利益 服务 的 , 委托人 也 是 付钱 的 人 ; 而 审计师 就 不 能 完全 站 [ 在 ] 公司 一 头 , 最终 审计师 是 为 社会 公众 服务 的 , 但 又 是 由 公司 买单 。 "" 谁 是 审计师 的 客户 ? "" 这 是 关于 这 个 行业 的 一 个 哲学 问题 。 【 文件名 : \ 当代 \ CWAC \ CAB 0120",站,verbs of posture,given,given,definite,Location>Theme,5,animate,animate,human,human,uninversted sentence (PostLocPs),uninverted sentence,
340,"<s> txt 文章 标题 : 作者 : 】 32772 : 段誉 抬起 头 来 , 只 见 一 株 杏树 的 树枝 [[[",上,站,"着 ] ] ] 一 人 , 树枝 不 住 晃动 , 那 人 便 随着 树枝 上下 起伏 。 </s>",站,verbs of posture,new,new,indefinite,Location>Theme,6,animate,inanimate,concrete,human,Locative inversion,Locative inversion,
416,"<s> txt 文章 标题 : 作者 : 】 32862 : 忽听得一个清朗的声音从半空中传了下来：“慕容公子，列位洞主、岛主！各位往日无怨，近日无仇，何苦如此狠斗？”众人 抬头 向 声音 来处 望去 , 只 见 一 株 树顶 [[[",上,站,"着 ] ] ] 一 个 黑 须 道人 , 手 握 拂尘 , 着足处 的 树枝 一 弹 一 沉 , 他 便 也 依势 起伏 , ... 【 文件名 : \ 当代 \ 文学 \ 香港 作家 \ 金庸 天龙八部 . </s>",站,verbs of posture,new,new,indefinite,Location=Theme,-1,animate,inanimate,concrete,human,Locative inversion,Locative inversion,
418,"<s> ""只听得屋外一人说道：“阿弥陀佛，贫僧山中遇雪，向施主求借一宿。 彭长老 转身 出来 , 见 雪地 [ [ [",里,站,"着 ] ] ] 两 个 老僧 , 一 个 白 眉长垂 , 神色 慈祥 , 另 一 个 身材 矮小 得 多 , 留 着 一 部 ... 【 文件名 : \ 当代 \ 文学 \ 香港 作家 \ 金庸 神雕侠侣 . </s>",站,verbs of posture,new,new,indefinite,Location=Theme,-1,animate,inanimate,place,human,Locative inversion,Locative inversion,
476,<s> 阶梯顶端有扇铁制的门。两 [ [ [,旁,站,"着 ] ] ] 两 个 年轻 骑士 , 肩膀 上 刻有 亲卫队 的 队章 。 </s>",站,verbs of posture,new,given,indefinite,Location<Theme,-4,animate,inanimate,place,human,Locative inversion,Locative inversion,
552,"<s> txt 文章 标题 : 作者 : 】 388 86 :埃伦医生给他们谈到那此毒箭──毒性发作很慢但效力很强，它能使神经系统的动作越来越快，直到让人无法忍受，死去为止。埃伦医生研制出一种解毒浆液。他给他们一小杯，并补充道：一旦中了毒箭，必须又上治疗。他们每人分得一安瓿浆液。德威特希望它能有用。 然后 , 他 看见 平台 [ [ [",上,站,着 ] ] ] 七 布 利岗提人 。 </s>,站,verbs of posture,new,given,definite,Location<Theme,-3,animate,inanimate,concrete,human,Locative inversion,Locative inversion,
556,"<s> txt 文章 标题 : 作者 : 】 408 97 : 四 天 前 , 巴拉瑟夫 也 被 领进 同 一 幢 房子 , 那时 房门 [ [ [",外,站,"着 ] ] ] 普列 奥·布拉任斯 基团 的 岗哨 , 现在 却 站 着 两 名 身穿 敞襟蓝 制服 , 头戴 ... 【 文件名 : \ 当代 \ 翻译 作品 \ 文学 \ 战争 与 和平 . </s>",站,verbs of posture,new,given,definite,Location<Theme,-9,animate,inanimate,place,human,Locative inversion,Locative inversion,
750,"<s> txt 文章 标题 : 作者 : 】 14811 : 数百年来经一些最杰出的意大利建筑师和著名艺术家们的扩建和修饰，使这座拥有2,000个房间的宫殿愈发艳丽多彩。现年85岁的桑德鲁·佩尔蒂尼自1978年当选为总统后，一直拒绝住在宫里，却在与皇宫隔特拉维大喷泉相望的拐角处占据了一套住宅。每天早上由全副武装的警察分乘八辆小汽车护送。意大利 皇宫 [ [ [",内,站立,着 ] ] ] 头 戴 金盔 、 身穿 耀眼 军服 、 手 执 银剑 、 全 套 古老 打扮 的 卫士 把守 。 </s>,站立,verbs of posture,new,given,indefinite,Location<Theme,-17,animate,inanimate,place,human,Locative inversion,Locative inversion,
441,"<s> 1995年 1月 , 臧克茂 被 检查 出 前列腺 [[[",上,长,"了 ] ] ] 硬结 , 医生 在 进行 B超 和 病理 解剖 后 委婉 地 告诉 他 , 是 前列 腺癌 。 </s>",长,verbs of (dis)appearance,new,given,indefinite,Location>Theme,2,inanimate,inanimate,concrete,concrete,Locative inversion,Locative inversion,
533,"<s> 科学家 对 他们 的 喉头 和 口腔 进行 了 研究 , 发现 这个 种族 的 人 喉头 [[[",上,长,"着 ] ] ] 奇怪 的 自然 压缩 部分 , 不 能 发声 , 所以 他们 只 能 以 手势 交谈 。 </s>",长,verbs of (dis)appearance,new,given,indefinite,Location=Theme,,inanimate,inanimate,concrete,concrete,Locative inversion,Locative inversion,
534,"<s> txt 文章 标题 : 作者 : 】 13535 : ... 萄 重重叠叠 缀满 架上 , 硕大 翠绿 的 丝瓜 直 垂 游人 头顶 , 各 式 葫芦 肚子 [[[",上,长,"着 ] ] ] "" 吉祥如意 "" 等 字样 。 </s>",长,verbs of (dis)appearance,new,given,indefinite,Location=Theme,,inanimate,inanimate,concrete,concrete,Locative inversion,Locative inversion,
561,"<s> TXT 文章 标题 : 作者 : 】 37 33 : 1944年 1月 , 马本斋 的 颈[[[",上,长,"了 ] ] ] 一 个 毒疮 , 不久 又 并 发 肺炎 。 </s>",长,verbs of (dis)appearance,new,given,indefinite,Location>Theme,2,inanimate,animate,body-part,concrete,Locative inversion,Locative inversion,
562,"<s> txt 文章 标题 : 作者 : 】 5178 : 我们 下 西渠 小学 是 有 了 小 洋楼 , 但 楼 旁边 常 放 着 老头 , 我 的 手[[[",上,长,"着 ] ] ] 老茧 , 鞋子 里 常 有 黄土 , 学校 的 围墙 、 大门 还 没 做成 , 为了 省 钱 , 一切 ... 【 文件名 : \ 当代 \ 报刊 \ 人民 日报 \ 1994年 人民 日报 \ 第4 季度 . </s>",长,verbs of (dis)appearance,new,given,indefinite,Location>Theme,2,inanimate,animate,body-part,concrete,Locative inversion,Locative inversion,
615,"<s> TXT 文章 标题 : 作者 : 】 12 02 : ... 却 看 不 见 一点 土 , 只 见 机器 缓缓 地 转动 着 一 条 特殊 的 传送 带 , 传送带 [ [ [",上,长,着 ] ] ] 正在 扎根 长叶 的 蔬菜 。 </s>,长,verbs of (dis)appearance,new,given,indefinite,Location<Theme,-5,inanimate,inanimate,concrete,concrete,Locative inversion,Locative inversion,
625,<s> 它 的 花园 [[[,里,长,"着 ] ] ] 一些 柠檬 和 橘子 树 , 门前 立 着 很 高 的 棕榈 。 </s>",长,verbs of (dis)appearance,new,given,indefinite,Location<Theme,-3,inanimate,inanimate,place,concrete,Locative inversion,Locative inversion,
673,"<s> txt 文章 标题 : 作者 : 】 22871 : 这时，从大门外闯进一个身穿便衣、持马步枪的军人。瓜子脸 、 尖 下巴 颏 , 嘴 [ [ [",上,长,"着 ] ] ] 黑黝黝 的 一 抹子 短 胡髭 , 个子 准比贾 正 高出 半 头 。 </s>",长,verbs of (dis)appearance,new,given,indefinite,Location=Theme,-1,inanimate,animate,body-part,concrete,Locative inversion,Locative inversion,
674,"<s> 我 的 回答 惹起 了 他们 的 不满 , 其中 一 个 脸 [ [ [",上,长,"着 ] ] ] 黑痣 的 保安喷 了 口 烟 , 说 : "" 等 谁 呀 ? </s>",长,verbs of (dis)appearance,new,given,indefinite,Location=Theme,,inanimate,animate,body-part,concrete,Locative inversion,Locative inversion,
682,"<s> txt 文章 标题 : 作者 : 】 40 2 14 : ... 那 只 公鹿 , 把 它 的 四枝八叉 的 宽扇 般 的 犄角 、 高高 隆起 的 肩背 和 颈脖 [ [ [",下,长,着 ] ] ] 长毛 的 大肉赘 来回 打量 个 不 停 。 </s>,长,verbs of (dis)appearance,new,given,indefinite,Location=Theme,1,animate,animate,body-part,body-part,Locative inversion,Locative inversion,
823,"<s> txt 文章 标题 : 作者 : 】 11364 : 由于 长期 卧床 , 身 [ [ [",上,长,了 ] ] ] 四 块 褥疮 。 </s>,长,verbs of (dis)appearance,new,given,indefinite,Location<Theme,-2,inanimate,animate,body-part,concrete,Locative inversion,Locative inversion,
167,"现在再说中国历史上的政治传统，虽说是一种士人政权，也不能无变态。 [ 在 ] 中国 整部 历史 中 , 除 士人 政权 外 , 常 有 一 种 特殊 的 政权 , 我 此刻 则 称 之 为 部族 政权 。 所谓 部族 政权者 , 便 是 把 政权 掌握 [",,在," ] 某 一 个 部族 的 手 里 , 这 便 是 中国 历史 上 的 异族 政权 了 。 譬如 蒙古人 满洲 人 跑进 中国 , 也 不 是 元 清 两 代 每 一 个 皇帝 个人 能 掌握 整 个 政权 的 。 [ 在 ] 此 两",掌握,verbs of holding or containing,given,new,definite,Location>Theme,7,inanimate,animate,body-part,nonconcrete,uninversted sentence (PostLocPs),uninverted sentence,
295,"这一点在英国资产阶级革命中，同样表现出来。在英国内战中，最终资产阶级的国会派战胜了查理一世，且将他送上断头台，确立了君主立宪制的资产阶级统治，首先是体现了英国的乃至世界的历史发展必然，但是，作为英国资产阶级的领袖克伦威尔所起的作用，却是不能够予以忽视的。甚至他的军事才能这一“偶然”性格，都发挥了重要作用。恩格斯在《骑兵》一文中对此专有论述。他说：“在英国内战中出现了两名优秀的骑兵指挥官，一个是保皇派阵营中的鲁珀特亲王。他以每一骑兵指挥官所特有的‘骁勇’著称，但他几乎总是冲锋陷阵，忘掉了对骑兵的指挥。他本人如此全神贯注于眼前发生的事，以致在他身上‘勇敢的龙骑兵’的表现常多于指挥才能的发挥。 还 有 一 个 是 属于 另 一 个 阵营 的 克伦威尔 。 他 [ 在 ] 必要 时 表现 出 同样 的 骁勇 , 同时 [ 在 ] 指挥 方面 却 高明 得 多 ; 他 把 军队 紧紧 掌握 [",,在," ] 自己 手 里 , 经常 留有 预备队 以防 意外 和 用于 决定性 的 机动 , 同时 他 善于 随机 应变 , 因此 一般 总 是 战胜 用兵 轻率 的 对手 。 他 只 靠 骑兵 就 蠃得 了 马尔斯顿 穆尔 和 诺伊兹 比 会战 的 胜利 。 "" 1 【",掌握,verbs of holding or containing,new,new,definite,Location>Theme,3,inanimate,animate,body-part,nonconcrete,uninversted sentence (PostLocPs),uninverted sentence,
307,", 培养 符合 他们 需要 的 人 。 同时 , 统治 阶级 还 利用 国家 政权 管理 教育 , 从 教育 计划 到 教育 制度 , 从 教材 内容 到 教学 方法 , 进行 全面 的 监督 、 检查 。 [ 在 ] 阶级 社会 里 , 教育 总是 掌握 [",,在," ] 统治 阶级 手 中 , 为 巩固 和 维护 统治 阶级 利益 服务 的 , 因而 教育 具有 政治 功能 是 显而易见 的 。 【 文件名 : \ 当代 \ CWAC \ AEB0001.txt 文章 标题 : 作者 : 】 45 : 我 国 的 思想家 、 教育家 历来 都 很",掌握,verbs of holding or containing,given,given,indefinite,Location>Theme,5,inanimate,inanimate,organization,nonconcrete,uninversted sentence (PostLocPs),uninverted sentence,
543,"合法的君主政体是三种国家形式中最为优良的，原因有三： 第一 , 君主国 的 主权 掌握 [",,在," ] 一 个 人 手 里 , 不 会 受 党派 纷争 的 影响 , 可以 调和 各 种 要求 和 愿望 【 文件名 : \ 当代 \ CWAC \ APM0079. txt 文章 标题 : 作者 : 】 58 08 : ... 由 的 劳动力 和 贸易 市场 , 这 与",掌握,verbs of holding or containing,new,new,indefinite,Location=Theme,,inanimate,animate,body-part,nonconcrete,uninversted sentence (PostLocPs),uninverted sentence,
570,"条件 , 而 又 为 那些 社会 条件 所 范围 着 的 , 它 可能 增大 前述 技术性 的 官僚 作风 , 却 不 可能 单 [ 在 ] 技术 上去 谋求 根治 。 </s><s> 【 文件名 : \ 当代 \ CWAC \ APB0063 . </s><s> txt 文章 标题 : 作者 : 】 36 76 : ( 二 ) 一旦 官僚 政治 [ 在 ] 社会 方面 有 了 存 [ 在 ] 依据 , 它 [ 在 ] 技术 上 的 官僚 作风 , 就 会 更加 厉害 , 反之 , 如果 官僚 不 可能 把 政府 权力 全部 掌握 [",,在,"] 自己 手 中 , 并 按照 自己 的 利益 而 摆布 , 则 属于 事务 的 技术 的 官场 流弊 , 自然 是 可能 逐渐 设法 纠正 的 。 </s><s> 【 文件名 : \ 当代 \ CWAC \ APB0063 . </s><s> txt 文章 标题 : 作者 : 】 36 77 : ( 三 ) 技术性 的 官僚 作风 , 不但 可能 [ 在 ] 一切 设官 而 治 的 社会 存 [ 在 ] , [ 在 ] 政府 机关 存 [ 在 ] , 且 可能 如 拉斯基 教授 所 说 , [ 在 ] 一切 大规模 机构 , 如",掌握,verbs of holding or containing,new,given,definite,Location=Theme,1,inanimate,animate,body-part,nonconcrete,uninversted sentence (PostLocPs),uninverted sentence,
73,2．主试念指导语：这个 实验 要求 你 [,,在,"] 10 个 图形 中 找出 他们 共同 的 部分 是 什么 , 要 尽量 快 些 找 , 找到 时 就 告诉 我 , 找到 前有 什么 想法 也 要 随时 说 出来 。 </s><s> 如果 你 找 得 不 对 , 我 会 告诉 你 错 了 , 你 再 继续 找 。 </s><s> 【 文件名 : \ 当代 \ CWAC \ APL0095 . </s><s> txt 文章 标题 : 作者 : 】 54 22:4.[ 在 ] 呈现 第二 套 卡片 前念 指 导语 : 【 文件名 : \ 当代 \ CWAC \ APL0095 . </s><s> txt 文章 标题 : 作者 : 】",找出,verbs of activity,new,new,definite,Location=Theme,-1,inanimate,inanimate,concrete,nonconcrete,uninversted sentence (PreLocPs),uninverted sentence,
142,",空间和时间是西方新文化史所关注的主题之一。研究者发现,人们关于空间和时间的观念在不同地区、不同时代区别很大,对这个问题的考察,有助于理解人们日常生活的基本模式以及社会和时代变迁的轨迹。叶文心(Wen-hsinYeh)的文章从民国时期上海中国银行职员的集体空间和时间,来看当时这个中国最现代最西化的城市中白领中产阶级的日常生活。钟表进入中国有很长的历史了,早在16世纪传教士便把它们带到中国。但是钟表的传入,并没有改变人们的时间观念,中国人基本把钟表视为一种玩具。欧洲人守时的习惯,也并没有对中国发生明显的影响。但叶文心发现,在20世纪,情况发生了变化,在上海的一些机构,时钟不再只是摆设,而成为作息的工具。这种变化对人们的群体意识有着重要的影响。叶文心观察到,上海新兴的白领阶层,成为改变中国时间观念最早的社会群体。时钟与日常生活发生密切联系,使中国中产阶级第一次生活于一种团体纪律和制约之下。这种共同遵守的时间,与中行别墅”这种院落空间生活的结合,创造了一种新的生活方式。以此为着眼点,叶文心进一步考察这个演变在文化史及政治史上的深刻意义,探索中国现代化过程中,人们最基本的生活模式的变化。在这个研究中,作者还注意到了日常生活和日常文化的持续性。过去,我们强调1949年后一切都发生了‘翻天覆地”的变化,但是从叶文心的研究中,我们看到了民国时期出现的生活模式,从某种程度上在社会主义时期被继承下来了。 如果 我们 试图 [",,在,"] 中国史 研究 领域 找到 微观 历史 的 研究 , 史景迁 ( JonathanSpence ) 的 《 王 氏 之 死 》 可能 是 最为 接近 者 。 </s><s> 本 书 以 乡村 底层 人民 的 生活 为 中心 , 描写 了 贫穷 的 山东 郯城 从 生态 到 农民 艰苦 生活 的 情况 , 作者 从 一 场 地震 切入 , 观察 当地 的 自然 状况 、 疾病 、 饥荒 、 暴力 、 满人 征服 等 各 方面 的 问题 , 并 对 土地 、 天气 、 农业 、 赋税 、 人口 、 行政 机构 等 状况 进行 讨论 。 </s><s> 史景迁",找到,verbs of activity,new,new,indefinite,Location=Theme,1,inanimate,inanimate,nonconcrete,nonconcrete,uninversted sentence (PreLocPs),uninverted sentence,
